Destination,1990_est_(mf),1995_est_(mf),2000_est_(mf),2005_est_(mf),2010_est_(mf),2015_est_(mf),2019_est_(mf),1990_pct_(mf),1995_pct_(mf),2000_pct_(mf),2005_pct_(mf),2010_pct_(mf),2015_pct_(mf),2019_pct_(mf),1990-1995_annual_rc_(mf),1995-2000_annual_rc_(mf),2000-2005_annual_rc_(mf),2005-2010_annual_rc_(mf),2010-2015_annual_rc_(mf),2015-2019_annual_rc_(mf)
Malawi,874614,1018,3900,4240,5740,23489,34973,77.55567851708398,0.4213157633347681,1.6765540366262575,1.9128308543225916,2.6363895242557023,10.08964661108319,14.121832248477704,-135.1188545608001,26.862732700145397,1.6717343221653116,6.057918821752175,28.181460322524472,9.951102718903785
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Mozambique,420,128,207,1954,9991,20447,23651,0.3433279926756695,0.07607455306200077,0.10577306312659043,0.7382527514460913,3.2600148137996743,6.354065022965003,7.067067067067068,-23.764488947155936,9.613770586915038,44.89830078674718,32.63612268260581,14.323029694200711,3.6392306220302157
Réunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Rwanda,23601,7792,30118,49507,55688,145151,171414,14.748412738089286,3.6118385982802974,8.677638327052287,11.698610779631698,13.044710600349966,28.203992250999228,31.747331145403496,-22.16383035349962,27.040508666487874,9.939821481067879,2.3530122029668745,19.160197920105492,4.157677580910842
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Somalia,460000,626,568,493,26048,18201,29231,96.17515586647544,3.205817585906693,2.8262924814648955,2.3850991775520076,54.147091838855864,44.40351305196389,56.0722027200706,-131.9926279473036,-1.9445790475789433,-2.8322448935692246,79.34374189519153,-7.169289043837186,11.843831308407575
South Sudan,..,..,..,..,27173,263865,285295,..,..,..,..,10.53605009596557,31.259107095893725,32.96104682329889,..,..,..,..,45.464275509524384,1.952153098376418
Uganda,145718,229350,239095,259065,156605,512966,1395115,26.77296136313945,37.78499374780679,40.921304853837206,43.66450477660844,31.770231067291505,60.26563280171528,80.44875750072369,9.071519478979372,0.8322348290007873,1.6043606594154391,-10.067045678735765,23.729657092880846,25.013064049060997
United Republic of Tanzania,265184,829671,702282,549131,110533,213995,352700,46.197291058751794,75.0125447202324,73.9555602358888,71.2090856159543,35.673413007064774,55.645700229088824,69.27013979723705,22.812106240006553,-3.333884078061185,-4.919960081074286,-32.06045819606494,13.212770627119546,12.49162967447725
Zambia,138049,129965,251199,155864,48182,28858,45936,49.39795250176231,53.190662115593966,73.08606558569463,61.631902568259555,32.12947279977595,21.84441399774425,26.981656279919413,-1.2068702232084383,13.17960540514317,-9.545232431016279,-23.47996649636007,-10.251965129010374,11.621546812591104
Zimbabwe,190950,514,4195,13968,4851,7209,15948,30.088824668581722,0.11919503926015593,1.0228987903215974,3.472674566039988,1.2179047819897717,1.8000809025124724,3.8778671244501615,-118.35087254396994,41.98850706892283,24.05751318356154,-21.15168259668334,7.922907523187242,19.850079602416677
Middle Africa,447234,1545096,608840,659946,809445,1224909,1431395,30.608251691299003,58.03199260842295,34.29535781317243,33.69166844072921,33.306381928157016,35.053335107593114,37.8147819487018,24.795187515008383,-18.625716318247072,1.6120501215979386,4.083816282865707,8.285460137411457,3.894573442737016
Angola,12000,11404,12579,13867,15155,45698,71270,35.80272697437121,28.643910280561624,27.281599722390908,22.610836635197053,4.563027284825639,7.228660282388821,10.645591571953714,-1.0188495747514943,1.9612917161261936,1.9496631982998398,1.7763718747607873,22.074480455131724,11.110523706185667
Cameroon,49876,45781,45313,58808,106658,348346,343120,18.752702402929685,18.702076465229524,19.94041594423566,22.149655559447538,36.592629188195176,68.52537444968584,67.85157764014458,-1.7134153449732366,-0.20550381697810385,5.213678660700275,11.90699107505832,23.671375697626438,-0.3778999624349824
Central African Republic,3389,33856,55661,24569,21574,7694,10611,5.0406044560787695,33.95378690629012,45.05905495875462,26.012980550349923,23.082190315194833,9.429152675310668,11.705589692109124,46.031626872218396,9.943269718480394,-16.355884729914706,-2.5999319942176244,-20.62096163246268,8.036259864033747
Chad,0,100,17692,275412,347939,372438,412100,0,0.11162707626361851,16.877653231576435,78.22826661213081,83.45381892143412,79.75664285347176,80.4521406399469,..,103.5139530600025,54.90311196647897,4.675180374469985,1.360868079198005,2.529886433283577
Congo,2990,19404,124068,69561,138636,49297,55576,2.3108253278821556,10.125498995486211,40.56100431541781,21.82483904569471,32.60696234238768,12.63565573560396,13.819993932491508,37.404116859607505,37.10701144019172,-11.572514738632059,13.792954556558573,-20.679771320375373,2.997205653011666
Democratic Republic of the Congo,378562,1433760,332509,204341,166336,398552,537893,50.19424710353039,78.90969711546136,44.66883489367762,32.806416758580056,28.2428049919348,48.33909849943965,55.807696976550915,26.633515583629663,-29.227774314743005,-9.737535208860251,-4.115606558734431,17.476562800665164,7.495541914273514
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Gabon,417,791,21018,13388,13147,2884,825,0.32530346054232845,0.4614208963582166,9.801754410509675,5.725674011222115,4.854354592750408,0.7615808347813228,0.2005040550426162,12.80423491937705,65.59673049315776,-9.020408601886494,-0.3633037526922605,-30.340307525835293,-31.288752801753972
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Southern Africa,135525,105184,62850,180315,242021,1224036,287959,9.713208601950168,8.752875074477327,4.957817140558257,11.393060099553034,10.2887311609273,30.144920397832287,6.425288359133721,-5.068898553291859,-10.29920524891105,21.079087727761415,5.886383556539387,32.41768750306326,-36.17726913784824
Botswana,1220,266,3551,3109,2986,2480,2480,4.4347509996364955,0.6622186815375423,4.738836843088585,3.6743328527194077,3.1559811444395116,2.4015183793624355,2.242395746681616,-30.46219657891206,51.82976448322778,-2.6585624576866804,-0.8073286391923614,-3.7135227788021576,0
Eswatini,42074,712,690,1016,759,964,1309,56.10539931458442,2.025201240151321,2.024410280483511,3.0426449448969812,2.3255813953488373,2.9797230464886253,4.0513772825750545,-81.58214680563998,-0.6277262764134144,7.738740610942443,-5.832537014855945,4.781790344298315,7.64818678248386
Lesotho,2231,1116,1,1,0,35,87,27.075242718446603,15.491393670183232,0.016215339711366954,0.01589825119236884,0,0.5325623858794888,1.2557736720554273,-13.853981029825526,-140.35012285882513,0,..,..,22.76400142912925
Namibia,0,1682,28407,6380,8675,2849,4056,0,1.4578927296051034,20.95730632179244,5.943342617865427,8.355325255716295,2.8036371508984628,3.770883498665873,..,56.533040642374324,-29.869349926255484,6.145544569524488,-22.269545406343035,8.830730269327772
South Africa,90000,101408,30201,169809,229601,1217708,280027,7.732736022435245,10.102340390134756,2.969724562250544,12.56884557053095,10.856860763731433,31.904776252752708,6.629025324222774,2.3868462635649026,-24.225538941862286,34.53598479181564,6.033374876608907,33.367653248348496,-36.74599137905765
Western Africa,734852,1397899,712367,305102,197754,382322,383021,16.436928310270027,25.72696345605442,13.540187461593334,5.155322721762754,3.1312757850001067,5.410812425725907,5.177093522783842,12.861131114504238,-13.482648921326525,-16.958941622456315,-8.672446258513864,13.18478702945802,0.04566581221466071
Benin,657,2317,3977,5558,7139,708,1328,0.8560149053432529,2.1919907665818377,2.9534736920277744,2.5048560316194135,2.3094292258122953,0.19329263631499055,0.34041506029037816,25.206890118955315,10.805090415506289,6.694211301895167,5.006687584000229,-46.21767791617481,15.724630908566487
Burkina Faso,350,29777,1010,1295,1065,34160,24190,0.10009952753023006,6.416018823367177,0.19409527579785651,0.21667910410301544,0.1579092518511709,4.847617912345532,3.3674955243910247,88.87116815858424,-67.67571905154733,4.97120728596666,-3.910717919802252,69.36161139517961,-8.627901107460831
Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Côte d'Ivoire,136381,297908,120691,41627,26218,2842,2842,7.508205674219594,14.347373379040778,5.578135774646846,1.837763620871577,1.10786351533908,0.11515471737255996,0.11148853672668557,15.626645489776095,-18.07102307443551,-21.289691301834143,-9.246055948375359,-44.43876336201417,0
Gambia,39,6599,12016,7998,8378,7854,8044,0.033016432024245916,4.373384584796872,6.583604545404737,4.396800527748,4.510047749013528,4.079152383920224,3.734343518750639,102.62223510507549,11.986419452409889,-8.140951691943044,0.9283542420043287,-1.2917253273805047,0.5975878938646952
